ShipmentWeek;OutletID;BookID;Book;Units;GrossAmount
2026-W33;P030;B011;Летние письма;17;8500
2026-W33;P030;B012;Семейный альбом;18;9360
2026-W33;P030;B013;Научный поиск;19;10260
2026-W33;P030;B014;Большое путешествие;20;11200
2026-W33;P030;B015;Сила привычки;16;9280
2026-W33;P030;B016;Язык чисел;17;10200
2026-W33;P030;B017;Время читать;18;11160
2026-W33;P030;B018;Открытая дверь;19;12160
2026-W33;P030;B019;Дальний берег;20;13200
2026-W33;P030;B020;Карта мира;16;10880
2026-W33;P030;B021;Садовые истории;17;11900
2026-W33;P030;B022;Точка отсчёта;18;12960
2026-W33;P030;B023;Музыка дождя;19;14060
2026-W33;P030;B024;Книга открытий;20;15200
2026-W33;P031;B001;Тихий сад;16;4800
2026-W33;P031;B002;Северный экспресс;17;5440
2026-W33;P031;B003;Дом у маяка;18;6120
2026-W33;P031;B004;Игры разума;19;6840
2026-W33;P031;B005;Шёпот времени;20;7600
2026-W33;P031;B006;Дорога домой;16;6400
2026-W33;P031;B007;Новый горизонт;17;7140
2026-W33;P031;B008;История города;18;7920
2026-W33;P031;B009;Морской ветер;19;8740
2026-W33;P031;B010;Зимний свет;20;9600
2026-W33;P031;B011;Летние письма;16;8000
2026-W33;P031;B012;Семейный альбом;17;8840
2026-W33;P031;B013;Научный поиск;18;9720
2026-W33;P031;B014;Большое путешествие;19;10640
2026-W33;P031;B015;Сила привычки;20;11600
2026-W33;P031;B016;Язык чисел;16;9600
2026-W33;P031;B017;Время читать;17;10540
2026-W33;P031;B018;Открытая дверь;18;11520
2026-W33;P031;B019;Дальний берег;19;12540
2026-W33;P031;B020;Карта мира;20;13600
2026-W33;P031;B021;Садовые истории;16;11200
2026-W33;P031;B022;Точка отсчёта;17;12240
2026-W33;P031;B023;Музыка дождя;18;13320
2026-W33;P031;B024;Книга открытий;19;14440
2026-W33;P032;B001;Тихий сад;20;6000
2026-W33;P032;B002;Северный экспресс;16;5120
2026-W33;P032;B003;Дом у маяка;17;5780
2026-W33;P032;B004;Игры разума;18;6480
2026-W33;P032;B005;Шёпот времени;19;7220
2026-W33;P032;B006;Дорога домой;20;8000
2026-W33;P032;B007;Новый горизонт;16;6720
2026-W33;P032;B008;История города;17;7480
2026-W33;P032;B009;Морской ветер;18;8280
2026-W33;P032;B010;Зимний свет;19;9120
2026-W33;P032;B011;Летние письма;20;10000
2026-W33;P032;B012;Семейный альбом;16;8320
2026-W33;P032;B013;Научный поиск;17;9180
2026-W33;P032;B014;Большое путешествие;18;10080
2026-W33;P032;B015;Сила привычки;19;11020
2026-W33;P032;B016;Язык чисел;20;12000
2026-W33;P032;B017;Время читать;16;9920
2026-W33;P032;B018;Открытая дверь;17;10880
2026-W33;P032;B019;Дальний берег;18;11880
2026-W33;P032;B020;Карта мира;19;12920
2026-W33;P032;B021;Садовые истории;20;14000
2026-W33;P032;B022;Точка отсчёта;16;11520
2026-W33;P032;B023;Музыка дождя;17;12580
2026-W33;P032;B024;Книга открытий;18;13680
2026-W33;P033;B001;Тихий сад;19;5700
2026-W33;P033;B002;Северный экспресс;20;6400
2026-W33;P033;B003;Дом у маяка;16;5440
2026-W33;P033;B004;Игры разума;17;6120
2026-W33;P033;B005;Шёпот времени;18;6840
2026-W33;P033;B006;Дорога домой;19;7600
2026-W33;P033;B007;Новый горизонт;20;8400
2026-W33;P033;B008;История города;16;7040
2026-W33;P033;B009;Морской ветер;17;7820
2026-W33;P033;B010;Зимний свет;18;8640
2026-W33;P033;B011;Летние письма;19;9500
2026-W33;P033;B012;Семейный альбом;20;10400
2026-W33;P033;B013;Научный поиск;16;8640
2026-W33;P033;B014;Большое путешествие;17;9520
2026-W33;P033;B015;Сила привычки;18;10440
2026-W33;P033;B016;Язык чисел;19;11400
2026-W33;P033;B017;Время читать;20;12400
2026-W33;P033;B018;Открытая дверь;16;10240
2026-W33;P033;B019;Дальний берег;17;11220
2026-W33;P033;B020;Карта мира;18;12240
2026-W33;P033;B021;Садовые истории;19;13300
2026-W33;P033;B022;Точка отсчёта;20;14400
2026-W33;P033;B023;Музыка дождя;16;11840
2026-W33;P033;B024;Книга открытий;17;12920
2026-W33;P034;B001;Тихий сад;18;5400
2026-W33;P034;B002;Северный экспресс;19;6080
2026-W33;P034;B003;Дом у маяка;20;6800
2026-W33;P034;B004;Игры разума;16;5760
2026-W33;P034;B005;Шёпот времени;17;6460
2026-W33;P034;B006;Дорога домой;18;7200
2026-W33;P034;B007;Новый горизонт;19;7980
2026-W33;P034;B008;История города;20;8800
2026-W33;P034;B009;Морской ветер;16;7360
2026-W33;P034;B010;Зимний свет;17;8160
2026-W33;P034;B011;Летние письма;18;9000
2026-W33;P034;B012;Семейный альбом;19;9880
2026-W33;P034;B013;Научный поиск;20;10800
2026-W33;P034;B014;Большое путешествие;16;8960
2026-W33;P034;B015;Сила привычки;17;9860
2026-W33;P034;B016;Язык чисел;18;10800
2026-W33;P034;B017;Время читать;19;11780
2026-W33;P034;B018;Открытая дверь;20;12800
2026-W33;P034;B019;Дальний берег;16;10560
2026-W33;P034;B020;Карта мира;17;11560
2026-W33;P034;B021;Садовые истории;18;12600
2026-W33;P034;B022;Точка отсчёта;19;13680
2026-W33;P034;B023;Музыка дождя;20;14800
2026-W33;P034;B024;Книга открытий;16;12160
2026-W33;P035;B001;Тихий сад;17;5100
2026-W33;P035;B002;Северный экспресс;18;5760
2026-W33;P035;B003;Дом у маяка;19;6460
2026-W33;P035;B004;Игры разума;20;7200
2026-W33;P035;B005;Шёпот времени;16;6080
2026-W33;P035;B006;Дорога домой;17;6800
2026-W33;P035;B007;Новый горизонт;18;7560
2026-W33;P035;B008;История города;19;8360
2026-W33;P035;B009;Морской ветер;20;9200
2026-W33;P035;B010;Зимний свет;16;7680
2026-W33;P035;B011;Летние письма;17;8500
2026-W33;P035;B012;Семейный альбом;18;9360
2026-W33;P035;B013;Научный поиск;19;10260
2026-W33;P035;B014;Большое путешествие;20;11200
2026-W33;P035;B015;Сила привычки;16;9280
2026-W33;P035;B016;Язык чисел;17;10200
2026-W33;P035;B017;Время читать;18;11160
2026-W33;P035;B018;Открытая дверь;19;12160
2026-W33;P035;B019;Дальний берег;20;13200
2026-W33;P035;B020;Карта мира;16;10880
2026-W33;P035;B021;Садовые истории;17;11900
2026-W33;P035;B022;Точка отсчёта;18;12960
2026-W33;P035;B023;Музыка дождя;19;14060
2026-W33;P035;B024;Книга открытий;20;15200
2026-W33;P036;B001;Тихий сад;16;4800
2026-W33;P036;B002;Северный экспресс;17;5440
2026-W33;P036;B003;Дом у маяка;18;6120
2026-W33;P036;B004;Игры разума;19;6840
2026-W33;P036;B005;Шёпот времени;20;7600
2026-W33;P036;B006;Дорога домой;16;6400
2026-W33;P036;B007;Новый горизонт;17;7140
2026-W33;P036;B008;История города;18;7920
2026-W33;P036;B009;Морской ветер;19;8740
2026-W33;P036;B010;Зимний свет;20;9600
2026-W33;P036;B011;Летние письма;16;8000
2026-W33;P036;B012;Семейный альбом;17;8840
2026-W33;P036;B013;Научный поиск;18;9720
2026-W33;P036;B014;Большое путешествие;19;10640
2026-W33;P036;B015;Сила привычки;20;11600
2026-W33;P036;B016;Язык чисел;16;9600
2026-W33;P036;B017;Время читать;17;10540
2026-W33;P036;B018;Открытая дверь;18;11520
2026-W33;P036;B019;Дальний берег;19;12540
2026-W33;P036;B020;Карта мира;20;13600
2026-W33;P036;B021;Садовые истории;16;11200
2026-W33;P036;B022;Точка отсчёта;17;12240
2026-W33;P036;B023;Музыка дождя;18;13320
2026-W33;P036;B024;Книга открытий;19;14440
2026-W33;P037;B001;Тихий сад;20;6000
2026-W33;P037;B002;Северный экспресс;16;5120
2026-W33;P037;B003;Дом у маяка;17;5780
2026-W33;P037;B004;Игры разума;18;6480
2026-W33;P037;B005;Шёпот времени;19;7220
2026-W33;P037;B006;Дорога домой;20;8000
2026-W33;P037;B007;Новый горизонт;16;6720
2026-W33;P037;B008;История города;17;7480
2026-W33;P037;B009;Морской ветер;18;8280
2026-W33;P037;B010;Зимний свет;19;9120
2026-W33;P037;B011;Летние письма;20;10000
2026-W33;P037;B012;Семейный альбом;16;8320
2026-W33;P037;B013;Научный поиск;17;9180
2026-W33;P037;B014;Большое путешествие;18;10080
2026-W33;P037;B015;Сила привычки;19;11020
2026-W33;P037;B016;Язык чисел;20;12000
2026-W33;P037;B017;Время читать;16;9920
2026-W33;P037;B018;Открытая дверь;17;10880
2026-W33;P037;B019;Дальний берег;18;11880
2026-W33;P037;B020;Карта мира;19;12920
2026-W33;P037;B021;Садовые истории;20;14000
2026-W33;P037;B022;Точка отсчёта;16;11520
2026-W33;P037;B023;Музыка дождя;17;12580
2026-W33;P037;B024;Книга открытий;18;13680
2026-W33;P038;B001;Тихий сад;19;5700
2026-W33;P038;B002;Северный экспресс;20;6400
2026-W33;P038;B003;Дом у маяка;16;5440
2026-W33;P038;B004;Игры разума;17;6120
2026-W33;P038;B005;Шёпот времени;18;6840
2026-W33;P038;B006;Дорога домой;19;7600
2026-W33;P038;B007;Новый горизонт;20;8400
2026-W33;P038;B008;История города;16;7040
2026-W33;P038;B009;Морской ветер;17;7820
2026-W33;P038;B010;Зимний свет;18;8640
2026-W33;P038;B011;Летние письма;19;9500
2026-W33;P038;B012;Семейный альбом;20;10400
2026-W33;P038;B013;Научный поиск;16;8640
2026-W33;P038;B014;Большое путешествие;17;9520
2026-W33;P038;B015;Сила привычки;18;10440
2026-W33;P038;B016;Язык чисел;19;11400
2026-W33;P038;B017;Время читать;20;12400
2026-W33;P038;B018;Открытая дверь;16;10240
2026-W33;P038;B019;Дальний берег;17;11220
2026-W33;P038;B020;Карта мира;18;12240
2026-W33;P038;B021;Садовые истории;19;13300
2026-W33;P038;B022;Точка отсчёта;20;14400
2026-W33;P038;B023;Музыка дождя;16;11840
2026-W33;P038;B024;Книга открытий;17;12920
2026-W33;P039;B001;Тихий сад;18;5400
2026-W33;P039;B002;Северный экспресс;19;6080
2026-W33;P039;B003;Дом у маяка;20;6800
2026-W33;P039;B004;Игры разума;16;5760
2026-W33;P039;B005;Шёпот времени;17;6460
2026-W33;P039;B006;Дорога домой;18;7200
2026-W33;P039;B007;Новый горизонт;19;7980
2026-W33;P039;B008;История города;20;8800
2026-W33;P039;B009;Морской ветер;16;7360
2026-W33;P039;B010;Зимний свет;17;8160
2026-W33;P039;B011;Летние письма;18;9000
2026-W33;P039;B012;Семейный альбом;19;9880
2026-W33;P039;B013;Научный поиск;20;10800
2026-W33;P039;B014;Большое путешествие;16;8960
2026-W33;P039;B015;Сила привычки;17;9860
2026-W33;P039;B016;Язык чисел;18;10800
2026-W33;P039;B017;Время читать;19;11780
2026-W33;P039;B018;Открытая дверь;20;12800
2026-W33;P039;B019;Дальний берег;16;10560
2026-W33;P039;B020;Карта мира;17;11560
2026-W33;P039;B021;Садовые истории;18;12600
2026-W33;P039;B022;Точка отсчёта;19;13680
2026-W33;P039;B023;Музыка дождя;20;14800
2026-W33;P039;B024;Книга открытий;16;12160
2026-W33;P040;B001;Тихий сад;17;5100
2026-W33;P040;B002;Северный экспресс;18;5760
2026-W33;P040;B003;Дом у маяка;19;6460
2026-W33;P040;B004;Игры разума;20;7200
2026-W33;P040;B005;Шёпот времени;16;6080
2026-W33;P040;B006;Дорога домой;17;6800
2026-W33;P040;B007;Новый горизонт;18;7560
2026-W33;P040;B008;История города;19;8360
2026-W33;P040;B009;Морской ветер;20;9200
2026-W33;P040;B010;Зимний свет;16;7680
2026-W33;P040;B011;Летние письма;17;8500
2026-W33;P040;B012;Семейный альбом;18;9360
2026-W33;P040;B013;Научный поиск;19;10260
2026-W33;P040;B014;Большое путешествие;20;11200
2026-W33;P040;B015;Сила привычки;16;9280
2026-W33;P040;B016;Язык чисел;17;10200
2026-W33;P040;B017;Время читать;18;11160
2026-W33;P040;B018;Открытая дверь;19;12160
2026-W33;P040;B019;Дальний берег;20;13200
2026-W33;P040;B020;Карта мира;16;10880
2026-W33;P040;B021;Садовые истории;17;11900
2026-W33;P040;B022;Точка отсчёта;18;12960
2026-W33;P040;B023;Музыка дождя;19;14060
2026-W33;P040;B024;Книга открытий;20;15200
2026-W33;P041;B001;Тихий сад;16;4800
2026-W33;P041;B002;Северный экспресс;17;5440
2026-W33;P041;B003;Дом у маяка;18;6120
2026-W33;P041;B004;Игры разума;19;6840
2026-W33;P041;B005;Шёпот времени;20;7600
2026-W33;P041;B006;Дорога домой;16;6400
2026-W33;P041;B007;Новый горизонт;17;7140
2026-W33;P041;B008;История города;18;7920
2026-W33;P041;B009;Морской ветер;19;8740
2026-W33;P041;B010;Зимний свет;20;9600
2026-W33;P041;B011;Летние письма;16;8000
2026-W33;P041;B012;Семейный альбом;17;8840
2026-W33;P041;B013;Научный поиск;18;9720
2026-W33;P041;B014;Большое путешествие;19;10640
2026-W33;P041;B015;Сила привычки;20;11600
2026-W33;P041;B016;Язык чисел;16;9600
2026-W33;P041;B017;Время читать;17;10540
2026-W33;P041;B018;Открытая дверь;18;11520
2026-W33;P041;B019;Дальний берег;19;12540
2026-W33;P041;B020;Карта мира;20;13600
2026-W33;P041;B021;Садовые истории;16;11200
2026-W33;P041;B022;Точка отсчёта;17;12240
2026-W33;P041;B023;Музыка дождя;18;13320
2026-W33;P041;B024;Книга открытий;19;14440
2026-W33;P042;B001;Тихий сад;20;6000
2026-W33;P042;B002;Северный экспресс;16;5120
2026-W33;P042;B003;Дом у маяка;17;5780
2026-W33;P042;B004;Игры разума;18;6480
2026-W33;P042;B005;Шёпот времени;19;7220
2026-W33;P042;B006;Дорога домой;20;8000
2026-W33;P042;B007;Новый горизонт;16;6720
2026-W33;P042;B008;История города;17;7480
2026-W33;P042;B009;Морской ветер;18;8280
2026-W33;P042;B010;Зимний свет;19;9120
2026-W33;P042;B011;Летние письма;20;10000
2026-W33;P042;B012;Семейный альбом;16;8320
2026-W33;P042;B013;Научный поиск;17;9180
2026-W33;P042;B014;Большое путешествие;18;10080
2026-W33;P042;B015;Сила привычки;19;11020
2026-W33;P042;B016;Язык чисел;20;12000
2026-W33;P042;B017;Время читать;16;9920
2026-W33;P042;B018;Открытая дверь;17;10880
2026-W33;P042;B019;Дальний берег;18;11880
2026-W33;P042;B020;Карта мира;19;12920
2026-W33;P042;B021;Садовые истории;20;14000
2026-W33;P042;B022;Точка отсчёта;16;11520
2026-W33;P042;B023;Музыка дождя;17;12580
2026-W33;P042;B024;Книга открытий;18;13680
2026-W33;P043;B001;Тихий сад;19;5700
2026-W33;P043;B002;Северный экспресс;20;6400
2026-W33;P043;B003;Дом у маяка;16;5440
2026-W33;P043;B004;Игры разума;17;6120
2026-W33;P043;B005;Шёпот времени;18;6840
2026-W33;P043;B006;Дорога домой;19;7600
2026-W33;P043;B007;Новый горизонт;20;8400
2026-W33;P043;B008;История города;16;7040
2026-W33;P043;B009;Морской ветер;17;7820
2026-W33;P043;B010;Зимний свет;18;8640
2026-W33;P043;B011;Летние письма;19;9500
2026-W33;P043;B012;Семейный альбом;20;10400
2026-W33;P043;B013;Научный поиск;16;8640
2026-W33;P043;B014;Большое путешествие;17;9520
2026-W33;P043;B015;Сила привычки;18;10440
2026-W33;P043;B016;Язык чисел;19;11400
2026-W33;P043;B017;Время читать;20;12400
2026-W33;P043;B018;Открытая дверь;16;10240
2026-W33;P043;B019;Дальний берег;17;11220
2026-W33;P043;B020;Карта мира;18;12240
2026-W33;P043;B021;Садовые истории;19;13300
2026-W33;P043;B022;Точка отсчёта;20;14400
2026-W33;P043;B023;Музыка дождя;16;11840
2026-W33;P043;B024;Книга открытий;17;12920
2026-W33;P044;B001;Тихий сад;18;5400
2026-W33;P044;B002;Северный экспресс;19;6080
2026-W33;P044;B003;Дом у маяка;20;6800
2026-W33;P044;B004;Игры разума;16;5760
2026-W33;P044;B005;Шёпот времени;17;6460
2026-W33;P044;B006;Дорога домой;18;7200
2026-W33;P044;B007;Новый горизонт;19;7980
2026-W33;P044;B008;История города;20;8800
2026-W33;P044;B009;Морской ветер;16;7360
2026-W33;P044;B010;Зимний свет;17;8160
2026-W33;P044;B011;Летние письма;18;9000
2026-W33;P044;B012;Семейный альбом;19;9880
2026-W33;P044;B013;Научный поиск;20;10800
2026-W33;P044;B014;Большое путешествие;16;8960
2026-W33;P044;B015;Сила привычки;17;9860
2026-W33;P044;B016;Язык чисел;18;10800
2026-W33;P044;B017;Время читать;19;11780
2026-W33;P044;B018;Открытая дверь;20;12800
2026-W33;P044;B019;Дальний берег;16;10560
2026-W33;P044;B020;Карта мира;17;11560
2026-W33;P044;B021;Садовые истории;18;12600
2026-W33;P044;B022;Точка отсчёта;19;13680
2026-W33;P044;B023;Музыка дождя;20;14800
2026-W33;P044;B024;Книга открытий;16;12160
2026-W33;P045;B001;Тихий сад;17;5100
2026-W33;P045;B002;Северный экспресс;18;5760
2026-W33;P045;B003;Дом у маяка;19;6460
2026-W33;P045;B004;Игры разума;20;7200
2026-W33;P045;B005;Шёпот времени;16;6080
2026-W33;P045;B006;Дорога домой;17;6800
2026-W33;P045;B007;Новый горизонт;18;7560
2026-W33;P045;B008;История города;19;8360
2026-W33;P045;B009;Морской ветер;20;9200
2026-W33;P045;B010;Зимний свет;16;7680
2026-W33;P045;B011;Летние письма;17;8500
2026-W33;P045;B012;Семейный альбом;18;9360
2026-W33;P045;B013;Научный поиск;19;10260
2026-W33;P045;B014;Большое путешествие;20;11200
2026-W33;P045;B015;Сила привычки;16;9280
2026-W33;P045;B016;Язык чисел;17;10200
2026-W33;P045;B017;Время читать;18;11160
2026-W33;P045;B018;Открытая дверь;19;12160
2026-W33;P045;B019;Дальний берег;20;13200
2026-W33;P045;B020;Карта мира;16;10880
2026-W33;P045;B021;Садовые истории;17;11900
2026-W33;P045;B022;Точка отсчёта;18;12960
2026-W33;P045;B023;Музыка дождя;19;14060
2026-W33;P045;B024;Книга открытий;20;15200
2026-W33;P046;B001;Тихий сад;16;4800
2026-W33;P046;B002;Северный экспресс;17;5440
2026-W33;P046;B003;Дом у маяка;18;6120
2026-W33;P046;B004;Игры разума;19;6840
2026-W33;P046;B005;Шёпот времени;20;7600
2026-W33;P046;B006;Дорога домой;16;6400
2026-W33;P046;B007;Новый горизонт;17;7140
2026-W33;P046;B008;История города;18;7920
2026-W33;P046;B009;Морской ветер;19;8740
2026-W33;P046;B010;Зимний свет;20;9600
2026-W33;P046;B011;Летние письма;16;8000
2026-W33;P046;B012;Семейный альбом;17;8840
2026-W33;P046;B013;Научный поиск;18;9720
2026-W33;P046;B014;Большое путешествие;19;10640
2026-W33;P046;B015;Сила привычки;20;11600
2026-W33;P046;B016;Язык чисел;16;9600
2026-W33;P046;B017;Время читать;17;10540
2026-W33;P046;B018;Открытая дверь;18;11520
2026-W33;P046;B019;Дальний берег;19;12540
2026-W33;P046;B020;Карта мира;20;13600
2026-W33;P046;B021;Садовые истории;16;11200
2026-W33;P046;B022;Точка отсчёта;17;12240
2026-W33;P046;B023;Музыка дождя;18;13320
2026-W33;P046;B024;Книга открытий;19;14440
2026-W33;P047;B001;Тихий сад;20;6000
2026-W33;P047;B002;Северный экспресс;16;5120
2026-W33;P047;B003;Дом у маяка;17;5780
2026-W33;P047;B004;Игры разума;18;6480
2026-W33;P047;B005;Шёпот времени;19;7220
2026-W33;P047;B006;Дорога домой;20;8000
2026-W33;P047;B007;Новый горизонт;16;6720
2026-W33;P047;B008;История города;17;7480
2026-W33;P047;B009;Морской ветер;18;8280
2026-W33;P047;B010;Зимний свет;19;9120
2026-W33;P047;B011;Летние письма;20;10000
2026-W33;P047;B012;Семейный альбом;16;8320
2026-W33;P047;B013;Научный поиск;17;9180
2026-W33;P047;B014;Большое путешествие;18;10080
2026-W33;P047;B015;Сила привычки;19;11020
2026-W33;P047;B016;Язык чисел;20;12000
2026-W33;P047;B017;Время читать;16;9920
2026-W33;P047;B018;Открытая дверь;17;10880
2026-W33;P047;B019;Дальний берег;18;11880
2026-W33;P047;B020;Карта мира;19;12920
2026-W33;P047;B021;Садовые истории;20;14000
2026-W33;P047;B022;Точка отсчёта;16;11520
2026-W33;P047;B023;Музыка дождя;17;12580
2026-W33;P047;B024;Книга открытий;18;13680
2026-W33;P048;B001;Тихий сад;19;5700
2026-W33;P048;B002;Северный экспресс;20;6400
2026-W33;P048;B003;Дом у маяка;16;5440
2026-W33;P048;B004;Игры разума;17;6120
2026-W33;P048;B005;Шёпот времени;18;6840
2026-W33;P048;B006;Дорога домой;19;7600
2026-W33;P048;B007;Новый горизонт;20;8400
2026-W33;P048;B008;История города;16;7040
2026-W33;P048;B009;Морской ветер;17;7820
2026-W33;P048;B010;Зимний свет;18;8640
2026-W33;P048;B011;Летние письма;19;9500
2026-W33;P048;B012;Семейный альбом;20;10400
2026-W33;P048;B013;Научный поиск;16;8640
2026-W33;P048;B014;Большое путешествие;17;9520
2026-W33;P048;B015;Сила привычки;18;10440
2026-W33;P048;B016;Язык чисел;19;11400
2026-W33;P048;B017;Время читать;20;12400
2026-W33;P048;B018;Открытая дверь;16;10240
2026-W33;P048;B019;Дальний берег;17;11220
2026-W33;P048;B020;Карта мира;18;12240
2026-W33;P048;B021;Садовые истории;19;13300
2026-W33;P048;B022;Точка отсчёта;20;14400
2026-W33;P048;B023;Музыка дождя;16;11840
2026-W33;P048;B024;Книга открытий;17;12920
2026-W33;P049;B001;Тихий сад;18;5400
2026-W33;P049;B002;Северный экспресс;19;6080
2026-W33;P049;B003;Дом у маяка;20;6800
2026-W33;P049;B004;Игры разума;16;5760
2026-W33;P049;B005;Шёпот времени;17;6460
2026-W33;P049;B006;Дорога домой;18;7200
2026-W33;P049;B007;Новый горизонт;19;7980
2026-W33;P049;B008;История города;20;8800
2026-W33;P049;B009;Морской ветер;16;7360
2026-W33;P049;B010;Зимний свет;17;8160
2026-W33;P049;B011;Летние письма;18;9000
2026-W33;P049;B012;Семейный альбом;19;9880
2026-W33;P049;B013;Научный поиск;20;10800
2026-W33;P049;B014;Большое путешествие;16;8960
2026-W33;P049;B015;Сила привычки;17;9860
2026-W33;P049;B016;Язык чисел;18;10800
2026-W33;P049;B017;Время читать;19;11780
2026-W33;P049;B018;Открытая дверь;20;12800
2026-W33;P049;B019;Дальний берег;16;10560
2026-W33;P049;B020;Карта мира;17;11560
2026-W33;P049;B021;Садовые истории;18;12600
2026-W33;P049;B022;Точка отсчёта;19;13680
2026-W33;P049;B023;Музыка дождя;20;14800
2026-W33;P049;B024;Книга открытий;16;12160
2026-W33;P050;B001;Тихий сад;17;5100
2026-W33;P050;B002;Северный экспресс;18;5760
2026-W33;P050;B003;Дом у маяка;19;6460
2026-W33;P050;B004;Игры разума;20;7200
2026-W33;P050;B005;Шёпот времени;16;6080
2026-W33;P050;B006;Дорога домой;17;6800
2026-W33;P050;B007;Новый горизонт;18;7560
2026-W33;P050;B008;История города;19;8360
2026-W33;P050;B009;Морской ветер;20;9200
2026-W33;P050;B010;Зимний свет;16;7680
2026-W33;P050;B011;Летние письма;17;8500
2026-W33;P050;B012;Семейный альбом;18;9360
2026-W33;P050;B013;Научный поиск;19;10260
2026-W33;P050;B014;Большое путешествие;20;11200
2026-W33;P050;B015;Сила привычки;16;9280
2026-W33;P050;B016;Язык чисел;17;10200
2026-W33;P050;B017;Время читать;18;11160
2026-W33;P050;B018;Открытая дверь;19;12160
2026-W33;P050;B019;Дальний берег;20;13200
2026-W33;P050;B020;Карта мира;16;10880
2026-W33;P050;B021;Садовые истории;17;11900
2026-W33;P050;B022;Точка отсчёта;18;12960
2026-W33;P050;B023;Музыка дождя;19;14060
2026-W33;P050;B024;Книга открытий;20;15200
2026-W33;P051;B001;Тихий сад;16;4800
2026-W33;P051;B002;Северный экспресс;17;5440
2026-W33;P051;B003;Дом у маяка;18;6120
2026-W33;P051;B004;Игры разума;19;6840
2026-W33;P051;B005;Шёпот времени;20;7600
2026-W33;P051;B006;Дорога домой;16;6400
2026-W33;P051;B007;Новый горизонт;17;7140
2026-W33;P051;B008;История города;18;7920
2026-W33;P051;B009;Морской ветер;19;8740
2026-W33;P051;B010;Зимний свет;20;9600
2026-W33;P051;B011;Летние письма;16;8000
2026-W33;P051;B012;Семейный альбом;17;8840
2026-W33;P051;B013;Научный поиск;18;9720
2026-W33;P051;B014;Большое путешествие;19;10640
2026-W33;P051;B015;Сила привычки;20;11600
2026-W33;P051;B016;Язык чисел;16;9600
2026-W33;P051;B017;Время читать;17;10540
2026-W33;P051;B018;Открытая дверь;18;11520
2026-W33;P051;B019;Дальний берег;19;12540
2026-W33;P051;B020;Карта мира;20;13600
2026-W33;P051;B021;Садовые истории;16;11200
2026-W33;P051;B022;Точка отсчёта;17;12240
2026-W33;P051;B023;Музыка дождя;18;13320
2026-W33;P051;B024;Книга открытий;19;14440
2026-W33;P052;B001;Тихий сад;20;6000
2026-W33;P052;B002;Северный экспресс;16;5120
2026-W33;P052;B003;Дом у маяка;17;5780
2026-W33;P052;B004;Игры разума;18;6480
2026-W33;P052;B005;Шёпот времени;19;7220
2026-W33;P052;B006;Дорога домой;20;8000
2026-W33;P052;B007;Новый горизонт;16;6720
2026-W33;P052;B008;История города;17;7480
2026-W33;P052;B009;Морской ветер;18;8280
2026-W33;P052;B010;Зимний свет;19;9120
2026-W33;P052;B011;Летние письма;20;10000
2026-W33;P052;B012;Семейный альбом;16;8320
2026-W33;P052;B013;Научный поиск;17;9180
2026-W33;P052;B014;Большое путешествие;18;10080
2026-W33;P052;B015;Сила привычки;19;11020
2026-W33;P052;B016;Язык чисел;20;12000
2026-W33;P052;B017;Время читать;16;9920
2026-W33;P052;B018;Открытая дверь;17;10880
2026-W33;P052;B019;Дальний берег;18;11880
2026-W33;P052;B020;Карта мира;19;12920
2026-W33;P052;B021;Садовые истории;20;14000
2026-W33;P052;B022;Точка отсчёта;16;11520
2026-W33;P052;B023;Музыка дождя;17;12580
2026-W33;P052;B024;Книга открытий;18;13680
2026-W33;P053;B001;Тихий сад;19;5700
2026-W33;P053;B002;Северный экспресс;20;6400
2026-W33;P053;B003;Дом у маяка;16;5440
2026-W33;P053;B004;Игры разума;17;6120
2026-W33;P053;B005;Шёпот времени;18;6840
2026-W33;P053;B006;Дорога домой;19;7600
2026-W33;P053;B007;Новый горизонт;20;8400
2026-W33;P053;B008;История города;16;7040
2026-W33;P053;B009;Морской ветер;17;7820
2026-W33;P053;B010;Зимний свет;18;8640
2026-W33;P053;B011;Летние письма;19;9500
2026-W33;P053;B012;Семейный альбом;20;10400
2026-W33;P053;B013;Научный поиск;16;8640
2026-W33;P053;B014;Большое путешествие;17;9520
2026-W33;P053;B015;Сила привычки;18;10440
2026-W33;P053;B016;Язык чисел;19;11400
2026-W33;P053;B017;Время читать;20;12400
2026-W33;P053;B018;Открытая дверь;16;10240
2026-W33;P053;B019;Дальний берег;17;11220
2026-W33;P053;B020;Карта мира;18;12240
2026-W33;P053;B021;Садовые истории;19;13300
2026-W33;P053;B022;Точка отсчёта;20;14400
2026-W33;P053;B023;Музыка дождя;16;11840
2026-W33;P053;B024;Книга открытий;17;12920
2026-W33;P054;B001;Тихий сад;18;5400
2026-W33;P054;B002;Северный экспресс;19;6080
2026-W33;P054;B003;Дом у маяка;20;6800
2026-W33;P054;B004;Игры разума;16;5760
2026-W33;P054;B005;Шёпот времени;17;6460
2026-W33;P054;B006;Дорога домой;18;7200
2026-W33;P054;B007;Новый горизонт;19;7980
2026-W33;P054;B008;История города;20;8800
2026-W33;P054;B009;Морской ветер;16;7360
2026-W33;P054;B010;Зимний свет;17;8160
2026-W33;P054;B011;Летние письма;18;9000
2026-W33;P054;B012;Семейный альбом;19;9880
2026-W33;P054;B013;Научный поиск;20;10800
2026-W33;P054;B014;Большое путешествие;16;8960
2026-W33;P054;B015;Сила привычки;17;9860
