ShipmentWeek;ReturnWeek;ReturnPointCode;BookID;Units;ReturnAmount;Reason
2026-W34;2026-W35;WH757;B012;2;1040;Излишек запаса
2026-W34;2026-W35;WH757;B017;2;1240;Излишек запаса
2026-W34;2026-W35;WH757;B022;2;1440;Излишек запаса
2026-W34;2026-W35;WH758;B003;6;2040;Повреждение
2026-W34;2026-W35;WH758;B008;2;880;Излишек запаса
2026-W34;2026-W35;WH758;B013;2;1080;Излишек запаса
2026-W34;2026-W35;WH758;B018;2;1280;Излишек запаса
2026-W34;2026-W35;WH758;B023;2;1480;Излишек запаса
2026-W34;2026-W35;WH759;B004;2;720;Излишек запаса
2026-W34;2026-W35;WH759;B009;2;920;Излишек запаса
2026-W34;2026-W35;WH759;B014;2;1120;Излишек запаса
2026-W34;2026-W35;WH759;B019;2;1320;Излишек запаса
2026-W34;2026-W35;WH759;B024;2;1520;Излишек запаса
2026-W34;2026-W35;WH760;B005;2;760;Излишек запаса
2026-W34;2026-W35;WH760;B010;2;960;Излишек запаса
2026-W34;2026-W35;WH760;B015;2;1160;Излишек запаса
2026-W34;2026-W35;WH760;B020;2;1360;Излишек запаса
2026-W34;2026-W35;WH701;B001;6;1800;Повреждение
2026-W34;2026-W35;WH701;B006;2;800;Отказ покупателя
2026-W34;2026-W35;WH701;B011;2;1000;Отказ покупателя
2026-W34;2026-W35;WH701;B016;2;1200;Отказ покупателя
2026-W34;2026-W35;WH701;B021;2;1400;Отказ покупателя
2026-W34;2026-W35;WH702;B002;6;1920;Повреждение
2026-W34;2026-W35;WH702;B007;2;840;Отказ покупателя
2026-W34;2026-W35;WH702;B012;2;1040;Отказ покупателя
2026-W34;2026-W35;WH702;B017;2;1240;Отказ покупателя
2026-W34;2026-W35;WH702;B022;2;1440;Отказ покупателя
2026-W34;2026-W35;WH703;B003;6;2040;Повреждение
2026-W34;2026-W35;WH703;B008;2;880;Отказ покупателя
2026-W34;2026-W35;WH703;B013;2;1080;Отказ покупателя
2026-W34;2026-W35;WH703;B018;2;1280;Отказ покупателя
2026-W34;2026-W35;WH703;B023;2;1480;Отказ покупателя
2026-W34;2026-W35;WH704;B004;2;720;Отказ покупателя
2026-W34;2026-W35;WH704;B009;2;920;Отказ покупателя
2026-W34;2026-W35;WH704;B014;2;1120;Отказ покупателя
2026-W34;2026-W35;WH704;B019;2;1320;Отказ покупателя
2026-W34;2026-W35;WH704;B024;2;1520;Отказ покупателя
2026-W34;2026-W35;WH705;B005;2;760;Отказ покупателя
2026-W34;2026-W35;WH705;B010;2;960;Отказ покупателя
2026-W34;2026-W35;WH705;B015;2;1160;Отказ покупателя
2026-W34;2026-W35;WH705;B020;2;1360;Отказ покупателя
2026-W34;2026-W35;WH706;B001;6;1800;Ошибка комплектации
2026-W34;2026-W35;WH706;B006;2;800;Отказ покупателя
2026-W34;2026-W35;WH706;B011;2;1000;Отказ покупателя
2026-W34;2026-W35;WH706;B016;2;1200;Отказ покупателя
2026-W34;2026-W35;WH706;B021;2;1400;Отказ покупателя
2026-W34;2026-W35;WH707;B002;6;1920;Ошибка комплектации
2026-W34;2026-W35;WH707;B007;2;840;Отказ покупателя
2026-W34;2026-W35;WH707;B012;2;1040;Отказ покупателя
2026-W34;2026-W35;WH707;B017;2;1240;Отказ покупателя
2026-W34;2026-W35;WH707;B022;2;1440;Отказ покупателя
2026-W34;2026-W35;WH708;B003;6;2040;Ошибка комплектации
2026-W34;2026-W35;WH708;B008;2;880;Отказ покупателя
2026-W34;2026-W35;WH708;B013;2;1080;Отказ покупателя
2026-W34;2026-W35;WH708;B018;2;1280;Отказ покупателя
2026-W34;2026-W35;WH708;B023;2;1480;Отказ покупателя
2026-W34;2026-W35;WH709;B004;2;720;Отказ покупателя
2026-W34;2026-W35;WH709;B009;2;920;Отказ покупателя
2026-W34;2026-W35;WH709;B014;2;1120;Отказ покупателя
2026-W34;2026-W35;WH709;B019;2;1320;Отказ покупателя
2026-W34;2026-W35;WH709;B024;2;1520;Отказ покупателя
2026-W34;2026-W35;WH710;B005;2;760;Отказ покупателя
2026-W34;2026-W35;WH710;B010;2;960;Отказ покупателя
2026-W34;2026-W35;WH710;B015;2;1160;Отказ покупателя
2026-W34;2026-W35;WH710;B020;2;1360;Отказ покупателя
2026-W34;2026-W35;WH711;B001;6;1800;Отказ покупателя
2026-W34;2026-W35;WH711;B006;2;800;Повреждение
2026-W34;2026-W35;WH711;B011;2;1000;Повреждение
2026-W34;2026-W35;WH711;B016;2;1200;Повреждение
2026-W34;2026-W35;WH711;B021;2;1400;Повреждение
2026-W34;2026-W35;WH712;B002;6;1920;Отказ покупателя
2026-W34;2026-W35;WH712;B007;2;840;Повреждение
2026-W34;2026-W35;WH712;B012;2;1040;Повреждение
2026-W34;2026-W35;WH712;B017;2;1240;Повреждение
2026-W34;2026-W35;WH712;B022;2;1440;Повреждение
2026-W34;2026-W35;WH713;B003;6;2040;Отказ покупателя
2026-W34;2026-W35;WH713;B008;2;880;Повреждение
2026-W34;2026-W35;WH713;B013;2;1080;Повреждение
2026-W34;2026-W35;WH713;B018;2;1280;Повреждение
2026-W34;2026-W35;WH713;B023;2;1480;Повреждение
2026-W34;2026-W35;WH714;B004;2;720;Повреждение
2026-W34;2026-W35;WH714;B009;2;920;Повреждение
2026-W34;2026-W35;WH714;B014;2;1120;Повреждение
2026-W34;2026-W35;WH714;B019;2;1320;Повреждение
2026-W34;2026-W35;WH714;B024;2;1520;Повреждение
2026-W34;2026-W35;WH715;B005;2;760;Повреждение
2026-W34;2026-W35;WH715;B010;2;960;Повреждение
2026-W34;2026-W35;WH715;B015;2;1160;Повреждение
2026-W34;2026-W35;WH715;B020;2;1360;Повреждение
2026-W34;2026-W35;WH716;B001;6;1800;Излишек запаса
2026-W34;2026-W35;WH716;B006;2;800;Ошибка комплектации
2026-W34;2026-W35;WH716;B011;2;1000;Ошибка комплектации
2026-W34;2026-W35;WH716;B016;2;1200;Ошибка комплектации
2026-W34;2026-W35;WH716;B021;2;1400;Ошибка комплектации
2026-W34;2026-W35;WH717;B002;6;1920;Излишек запаса
2026-W34;2026-W35;WH717;B007;2;840;Ошибка комплектации
2026-W34;2026-W35;WH717;B012;2;1040;Ошибка комплектации
2026-W34;2026-W35;WH717;B017;2;1240;Ошибка комплектации
2026-W34;2026-W35;WH717;B022;2;1440;Ошибка комплектации
2026-W34;2026-W35;WH718;B003;6;2040;Излишек запаса
2026-W34;2026-W35;WH718;B008;2;880;Ошибка комплектации
2026-W34;2026-W35;WH718;B013;2;1080;Ошибка комплектации
2026-W34;2026-W35;WH718;B018;2;1280;Ошибка комплектации
2026-W34;2026-W35;WH718;B023;2;1480;Ошибка комплектации
2026-W34;2026-W35;WH719;B004;2;720;Ошибка комплектации
2026-W34;2026-W35;WH719;B009;2;920;Ошибка комплектации
2026-W34;2026-W35;WH719;B014;2;1120;Ошибка комплектации
2026-W34;2026-W35;WH719;B019;2;1320;Ошибка комплектации
2026-W34;2026-W35;WH719;B024;2;1520;Ошибка комплектации
2026-W34;2026-W35;WH720;B005;2;760;Ошибка комплектации
2026-W34;2026-W35;WH720;B010;2;960;Ошибка комплектации
2026-W34;2026-W35;WH720;B015;2;1160;Ошибка комплектации
2026-W34;2026-W35;WH720;B020;2;1360;Ошибка комплектации
2026-W34;2026-W35;WH721;B001;6;1800;Излишек запаса
2026-W34;2026-W35;WH721;B006;2;800;Полиграфический брак
2026-W34;2026-W35;WH721;B011;2;1000;Полиграфический брак
2026-W34;2026-W35;WH721;B016;2;1200;Полиграфический брак
2026-W34;2026-W35;WH721;B021;2;1400;Полиграфический брак
2026-W34;2026-W35;WH722;B002;6;1920;Излишек запаса
2026-W34;2026-W35;WH722;B007;2;840;Полиграфический брак
2026-W34;2026-W35;WH722;B012;2;1040;Полиграфический брак
2026-W34;2026-W35;WH722;B017;2;1240;Полиграфический брак
2026-W34;2026-W35;WH722;B022;2;1440;Полиграфический брак
2026-W34;2026-W35;WH723;B003;6;2040;Излишек запаса
2026-W34;2026-W35;WH723;B008;2;880;Полиграфический брак
2026-W34;2026-W35;WH723;B013;2;1080;Полиграфический брак
2026-W34;2026-W35;WH723;B018;2;1280;Полиграфический брак
2026-W34;2026-W35;WH723;B023;2;1480;Полиграфический брак
2026-W34;2026-W35;WH724;B004;2;720;Полиграфический брак
2026-W34;2026-W35;WH724;B009;2;920;Полиграфический брак
2026-W34;2026-W35;WH724;B014;2;1120;Полиграфический брак
2026-W34;2026-W35;WH724;B019;2;1320;Полиграфический брак
2026-W34;2026-W35;WH724;B024;2;1520;Полиграфический брак
2026-W34;2026-W35;WH725;B005;2;760;Полиграфический брак
2026-W34;2026-W35;WH725;B010;2;960;Полиграфический брак
2026-W34;2026-W35;WH725;B015;2;1160;Полиграфический брак
2026-W34;2026-W35;WH725;B020;2;1360;Полиграфический брак
2026-W34;2026-W35;WH726;B001;6;1800;Полиграфический брак
2026-W34;2026-W35;WH726;B006;2;800;Полиграфический брак
2026-W34;2026-W35;WH726;B011;2;1000;Полиграфический брак
2026-W34;2026-W35;WH726;B016;2;1200;Полиграфический брак
2026-W34;2026-W35;WH726;B021;2;1400;Полиграфический брак
2026-W34;2026-W35;WH727;B002;6;1920;Полиграфический брак
2026-W34;2026-W35;WH727;B007;2;840;Полиграфический брак
2026-W34;2026-W35;WH727;B012;2;1040;Полиграфический брак
2026-W34;2026-W35;WH727;B017;2;1240;Полиграфический брак
2026-W34;2026-W35;WH727;B022;2;1440;Полиграфический брак
2026-W34;2026-W35;WH728;B003;6;2040;Полиграфический брак
2026-W34;2026-W35;WH728;B008;2;880;Полиграфический брак
2026-W34;2026-W35;WH728;B013;2;1080;Полиграфический брак
2026-W34;2026-W35;WH728;B018;2;1280;Полиграфический брак
2026-W34;2026-W35;WH728;B023;2;1480;Полиграфический брак
2026-W34;2026-W35;WH729;B004;2;720;Полиграфический брак
2026-W34;2026-W35;WH729;B009;2;920;Полиграфический брак
2026-W34;2026-W35;WH729;B014;2;1120;Полиграфический брак
2026-W34;2026-W35;WH729;B019;2;1320;Полиграфический брак
2026-W34;2026-W35;WH729;B024;2;1520;Полиграфический брак
2026-W34;2026-W35;WH730;B005;2;760;Полиграфический брак
2026-W34;2026-W35;WH730;B010;2;960;Полиграфический брак
2026-W34;2026-W35;WH730;B015;2;1160;Полиграфический брак
2026-W34;2026-W35;WH730;B020;2;1360;Полиграфический брак
2026-W34;2026-W35;WH731;B001;6;1800;Повреждение
2026-W34;2026-W35;WH731;B006;2;800;Излишек запаса
2026-W34;2026-W35;WH731;B011;2;1000;Излишек запаса
2026-W34;2026-W35;WH731;B016;2;1200;Излишек запаса
2026-W34;2026-W35;WH731;B021;2;1400;Излишек запаса
2026-W34;2026-W35;WH732;B002;6;1920;Повреждение
2026-W34;2026-W35;WH732;B007;2;840;Излишек запаса
2026-W34;2026-W35;WH732;B012;2;1040;Излишек запаса
2026-W34;2026-W35;WH732;B017;2;1240;Излишек запаса
2026-W34;2026-W35;WH732;B022;2;1440;Излишек запаса
2026-W34;2026-W35;WH733;B003;6;2040;Повреждение
2026-W34;2026-W35;WH733;B008;2;880;Излишек запаса
2026-W34;2026-W35;WH733;B013;2;1080;Излишек запаса
2026-W34;2026-W35;WH733;B018;2;1280;Излишек запаса
2026-W34;2026-W35;WH733;B023;2;1480;Излишек запаса
2026-W34;2026-W35;WH734;B004;2;720;Излишек запаса
2026-W34;2026-W35;WH734;B009;2;920;Излишек запаса
2026-W34;2026-W35;WH734;B014;2;1120;Излишек запаса
2026-W34;2026-W35;WH734;B019;2;1320;Излишек запаса
2026-W34;2026-W35;WH734;B024;2;1520;Излишек запаса
2026-W34;2026-W35;WH735;B005;2;760;Излишек запаса
2026-W34;2026-W35;WH735;B010;2;960;Излишек запаса
2026-W34;2026-W35;WH735;B015;2;1160;Излишек запаса
2026-W34;2026-W35;WH735;B020;2;1360;Излишек запаса
2026-W34;2026-W35;WH736;B001;6;1800;Повреждение
2026-W34;2026-W35;WH736;B006;2;800;Излишек запаса
2026-W34;2026-W35;WH736;B011;2;1000;Излишек запаса
2026-W34;2026-W35;WH736;B016;2;1200;Излишек запаса
2026-W34;2026-W35;WH736;B021;2;1400;Излишек запаса
2026-W34;2026-W35;WH737;B002;6;1920;Повреждение
2026-W34;2026-W35;WH737;B007;2;840;Излишек запаса
2026-W34;2026-W35;WH737;B012;2;1040;Излишек запаса
2026-W34;2026-W35;WH737;B017;2;1240;Излишек запаса
2026-W34;2026-W35;WH737;B022;2;1440;Излишек запаса
2026-W34;2026-W35;WH738;B003;6;2040;Повреждение
2026-W34;2026-W35;WH738;B008;2;880;Излишек запаса
2026-W34;2026-W35;WH738;B013;2;1080;Излишек запаса
2026-W34;2026-W35;WH738;B018;2;1280;Излишек запаса
2026-W34;2026-W35;WH738;B023;2;1480;Излишек запаса
2026-W34;2026-W35;WH739;B004;2;720;Излишек запаса
2026-W34;2026-W35;WH739;B009;2;920;Излишек запаса
2026-W34;2026-W35;WH739;B014;2;1120;Излишек запаса
2026-W34;2026-W35;WH739;B019;2;1320;Излишек запаса
2026-W34;2026-W35;WH739;B024;2;1520;Излишек запаса
2026-W34;2026-W35;WH740;B005;2;760;Излишек запаса
2026-W34;2026-W35;WH740;B010;2;960;Излишек запаса
2026-W34;2026-W35;WH740;B015;2;1160;Излишек запаса
2026-W34;2026-W35;WH740;B020;2;1360;Излишек запаса
2026-W34;2026-W35;WH741;B001;6;1800;Повреждение
2026-W34;2026-W35;WH741;B006;2;800;Излишек запаса
2026-W34;2026-W35;WH741;B011;2;1000;Излишек запаса
2026-W34;2026-W35;WH741;B016;2;1200;Излишек запаса
2026-W34;2026-W35;WH741;B021;2;1400;Излишек запаса
2026-W34;2026-W35;WH742;B002;6;1920;Повреждение
2026-W34;2026-W35;WH742;B007;2;840;Излишек запаса
2026-W34;2026-W35;WH742;B012;2;1040;Излишек запаса
2026-W34;2026-W35;WH742;B017;2;1240;Излишек запаса
2026-W34;2026-W35;WH742;B022;2;1440;Излишек запаса
2026-W34;2026-W35;WH743;B003;6;2040;Повреждение
2026-W34;2026-W35;WH743;B008;2;880;Излишек запаса
2026-W34;2026-W35;WH743;B013;2;1080;Излишек запаса
2026-W34;2026-W35;WH743;B018;2;1280;Излишек запаса
2026-W34;2026-W35;WH743;B023;2;1480;Излишек запаса
2026-W34;2026-W35;WH744;B004;2;720;Излишек запаса
2026-W34;2026-W35;WH744;B009;2;920;Излишек запаса
2026-W34;2026-W35;WH744;B014;2;1120;Излишек запаса
2026-W34;2026-W35;WH744;B019;2;1320;Излишек запаса
2026-W34;2026-W35;WH744;B024;2;1520;Излишек запаса
2026-W34;2026-W35;WH745;B005;2;760;Излишек запаса
2026-W34;2026-W35;WH745;B010;2;960;Излишек запаса
2026-W34;2026-W35;WH745;B015;2;1160;Излишек запаса
2026-W34;2026-W35;WH745;B020;2;1360;Излишек запаса
2026-W34;2026-W35;WH746;B001;6;1800;Повреждение
2026-W34;2026-W35;WH746;B006;2;800;Излишек запаса
2026-W34;2026-W35;WH746;B011;2;1000;Излишек запаса
2026-W34;2026-W35;WH746;B016;2;1200;Излишек запаса
2026-W34;2026-W35;WH746;B021;2;1400;Излишек запаса
2026-W34;2026-W35;WH747;B002;6;1920;Повреждение
2026-W34;2026-W35;WH747;B007;2;840;Излишек запаса
2026-W34;2026-W35;WH747;B012;2;1040;Излишек запаса
2026-W34;2026-W35;WH747;B017;2;1240;Излишек запаса
2026-W34;2026-W35;WH747;B022;2;1440;Излишек запаса
2026-W34;2026-W35;WH748;B003;6;2040;Повреждение
2026-W34;2026-W35;WH748;B008;2;880;Излишек запаса
2026-W34;2026-W35;WH748;B013;2;1080;Излишек запаса
2026-W34;2026-W35;WH748;B018;2;1280;Излишек запаса
2026-W34;2026-W35;WH748;B023;2;1480;Излишек запаса
2026-W34;2026-W35;WH749;B004;2;720;Излишек запаса
2026-W34;2026-W35;WH749;B009;2;920;Излишек запаса
2026-W34;2026-W35;WH749;B014;2;1120;Излишек запаса
2026-W34;2026-W35;WH749;B019;2;1320;Излишек запаса
2026-W34;2026-W35;WH749;B024;2;1520;Излишек запаса
2026-W34;2026-W35;WH750;B005;2;760;Излишек запаса
2026-W34;2026-W35;WH750;B010;2;960;Излишек запаса
2026-W34;2026-W35;WH750;B015;2;1160;Излишек запаса
2026-W34;2026-W35;WH750;B020;2;1360;Излишек запаса
2026-W34;2026-W35;WH751;B001;6;1800;Повреждение
2026-W34;2026-W35;WH751;B006;2;800;Отказ покупателя
2026-W34;2026-W35;WH751;B011;2;1000;Отказ покупателя
2026-W34;2026-W35;WH751;B016;2;1200;Отказ покупателя
2026-W34;2026-W35;WH751;B021;2;1400;Отказ покупателя
2026-W34;2026-W35;WH752;B002;6;1920;Повреждение
2026-W34;2026-W35;WH752;B007;2;840;Отказ покупателя
2026-W34;2026-W35;WH752;B012;2;1040;Отказ покупателя
2026-W34;2026-W35;WH752;B017;2;1240;Отказ покупателя
2026-W34;2026-W35;WH752;B022;2;1440;Отказ покупателя
2026-W34;2026-W35;WH753;B003;6;2040;Повреждение
2026-W34;2026-W35;WH753;B008;2;880;Отказ покупателя
2026-W34;2026-W35;WH753;B013;2;1080;Отказ покупателя
2026-W34;2026-W35;WH753;B018;2;1280;Отказ покупателя
2026-W34;2026-W35;WH753;B023;2;1480;Отказ покупателя
2026-W34;2026-W35;WH754;B004;2;720;Отказ покупателя
2026-W34;2026-W35;WH754;B009;2;920;Отказ покупателя
2026-W34;2026-W35;WH754;B014;2;1120;Отказ покупателя
2026-W34;2026-W35;WH754;B019;2;1320;Отказ покупателя
2026-W34;2026-W35;WH754;B024;2;1520;Отказ покупателя
2026-W34;2026-W35;WH755;B005;2;760;Отказ покупателя
2026-W34;2026-W35;WH755;B010;2;960;Отказ покупателя
2026-W34;2026-W35;WH755;B015;2;1160;Отказ покупателя
2026-W34;2026-W35;WH755;B020;2;1360;Отказ покупателя
2026-W34;2026-W35;WH756;B001;6;1800;Ошибка комплектации
2026-W34;2026-W35;WH756;B006;2;800;Отказ покупателя
2026-W34;2026-W35;WH756;B011;2;1000;Отказ покупателя
2026-W34;2026-W35;WH756;B016;2;1200;Отказ покупателя
2026-W34;2026-W35;WH756;B021;2;1400;Отказ покупателя
2026-W34;2026-W35;WH757;B002;6;1920;Ошибка комплектации
2026-W34;2026-W35;WH757;B007;2;840;Отказ покупателя
2026-W34;2026-W35;WH757;B012;2;1040;Отказ покупателя
2026-W34;2026-W35;WH757;B017;2;1240;Отказ покупателя
2026-W34;2026-W35;WH757;B022;2;1440;Отказ покупателя
2026-W34;2026-W35;WH758;B003;6;2040;Ошибка комплектации
2026-W34;2026-W35;WH758;B008;2;880;Отказ покупателя
2026-W34;2026-W35;WH758;B013;2;1080;Отказ покупателя
2026-W34;2026-W35;WH758;B018;2;1280;Отказ покупателя
2026-W34;2026-W35;WH758;B023;2;1480;Отказ покупателя
2026-W34;2026-W35;WH759;B004;2;720;Отказ покупателя
2026-W34;2026-W35;WH759;B009;2;920;Отказ покупателя
2026-W34;2026-W35;WH759;B014;2;1120;Отказ покупателя
2026-W34;2026-W35;WH759;B019;2;1320;Отказ покупателя
2026-W34;2026-W35;WH759;B024;2;1520;Отказ покупателя
2026-W34;2026-W35;WH760;B005;2;760;Отказ покупателя
2026-W34;2026-W35;WH760;B010;2;960;Отказ покупателя
2026-W34;2026-W35;WH760;B015;2;1160;Отказ покупателя
2026-W34;2026-W35;WH760;B020;2;1360;Отказ покупателя
2026-W34;2026-W35;WH701;B001;6;1800;Отказ покупателя
2026-W34;2026-W35;WH701;B006;2;800;Повреждение
2026-W34;2026-W35;WH701;B011;2;1000;Повреждение
2026-W34;2026-W35;WH701;B016;2;1200;Повреждение
2026-W34;2026-W35;WH701;B021;2;1400;Повреждение
2026-W34;2026-W35;WH702;B002;6;1920;Отказ покупателя
2026-W34;2026-W35;WH702;B007;2;840;Повреждение
2026-W34;2026-W35;WH702;B012;2;1040;Повреждение
2026-W34;2026-W35;WH702;B017;2;1240;Повреждение
2026-W34;2026-W35;WH702;B022;2;1440;Повреждение
2026-W34;2026-W35;WH703;B003;6;2040;Отказ покупателя
2026-W34;2026-W35;WH703;B008;2;880;Повреждение
2026-W34;2026-W35;WH703;B013;2;1080;Повреждение
2026-W34;2026-W35;WH703;B018;2;1280;Повреждение
2026-W34;2026-W35;WH703;B023;2;1480;Повреждение
2026-W34;2026-W35;WH704;B004;2;720;Повреждение
2026-W34;2026-W35;WH704;B009;2;920;Повреждение
2026-W34;2026-W35;WH704;B014;2;1120;Повреждение
2026-W34;2026-W35;WH704;B019;2;1320;Повреждение
2026-W34;2026-W35;WH704;B024;2;1520;Повреждение
2026-W34;2026-W35;WH705;B005;2;760;Повреждение
2026-W34;2026-W35;WH705;B010;2;960;Повреждение
2026-W34;2026-W35;WH705;B015;2;1160;Повреждение
2026-W34;2026-W35;WH705;B020;2;1360;Повреждение
2026-W34;2026-W35;WH706;B001;6;1800;Излишек запаса
2026-W34;2026-W35;WH706;B006;2;800;Ошибка комплектации
2026-W34;2026-W35;WH706;B011;2;1000;Ошибка комплектации
2026-W34;2026-W35;WH706;B016;2;1200;Ошибка комплектации
2026-W34;2026-W35;WH706;B021;2;1400;Ошибка комплектации
2026-W34;2026-W35;WH707;B002;6;1920;Излишек запаса
2026-W34;2026-W35;WH707;B007;2;840;Ошибка комплектации
2026-W34;2026-W35;WH707;B012;2;1040;Ошибка комплектации
2026-W34;2026-W35;WH707;B017;2;1240;Ошибка комплектации
2026-W34;2026-W35;WH707;B022;2;1440;Ошибка комплектации
2026-W34;2026-W35;WH708;B003;6;2040;Излишек запаса
2026-W34;2026-W35;WH708;B008;2;880;Ошибка комплектации
2026-W34;2026-W35;WH708;B013;2;1080;Ошибка комплектации
2026-W34;2026-W35;WH708;B018;2;1280;Ошибка комплектации
2026-W34;2026-W35;WH708;B023;2;1480;Ошибка комплектации
2026-W34;2026-W35;WH709;B004;2;720;Ошибка комплектации
2026-W34;2026-W35;WH709;B009;2;920;Ошибка комплектации
2026-W34;2026-W35;WH709;B014;2;1120;Ошибка комплектации
2026-W34;2026-W35;WH709;B019;2;1320;Ошибка комплектации
2026-W34;2026-W35;WH709;B024;2;1520;Ошибка комплектации
2026-W34;2026-W35;WH710;B005;2;760;Ошибка комплектации
2026-W34;2026-W35;WH710;B010;2;960;Ошибка комплектации
2026-W34;2026-W35;WH710;B015;2;1160;Ошибка комплектации
2026-W34;2026-W35;WH710;B020;2;1360;Ошибка комплектации
2026-W34;2026-W35;WH711;B001;6;1800;Излишек запаса
2026-W34;2026-W35;WH711;B006;2;800;Полиграфический брак
2026-W34;2026-W35;WH711;B011;2;1000;Полиграфический брак
2026-W34;2026-W35;WH711;B016;2;1200;Полиграфический брак
2026-W34;2026-W35;WH711;B021;2;1400;Полиграфический брак
2026-W34;2026-W35;WH712;B002;6;1920;Излишек запаса
2026-W34;2026-W35;WH712;B007;2;840;Полиграфический брак
2026-W34;2026-W35;WH712;B012;2;1040;Полиграфический брак
2026-W34;2026-W35;WH712;B017;2;1240;Полиграфический брак
2026-W34;2026-W35;WH712;B022;2;1440;Полиграфический брак
2026-W34;2026-W35;WH713;B003;6;2040;Излишек запаса
2026-W34;2026-W35;WH713;B008;2;880;Полиграфический брак
2026-W34;2026-W35;WH713;B013;2;1080;Полиграфический брак
2026-W34;2026-W35;WH713;B018;2;1280;Полиграфический брак
2026-W34;2026-W35;WH713;B023;2;1480;Полиграфический брак
2026-W34;2026-W35;WH714;B004;2;720;Полиграфический брак
2026-W34;2026-W35;WH714;B009;2;920;Полиграфический брак
2026-W34;2026-W35;WH714;B014;2;1120;Полиграфический брак
2026-W34;2026-W35;WH714;B019;2;1320;Полиграфический брак
2026-W34;2026-W35;WH714;B024;2;1520;Полиграфический брак
2026-W34;2026-W35;WH715;B005;2;760;Полиграфический брак
2026-W34;2026-W35;WH715;B010;2;960;Полиграфический брак
2026-W34;2026-W35;WH715;B015;2;1160;Полиграфический брак
2026-W34;2026-W35;WH715;B020;2;1360;Полиграфический брак
2026-W34;2026-W35;WH716;B001;6;1800;Полиграфический брак
2026-W34;2026-W35;WH716;B006;2;800;Полиграфический брак
2026-W34;2026-W35;WH716;B011;2;1000;Полиграфический брак
2026-W34;2026-W35;WH716;B016;2;1200;Полиграфический брак
2026-W34;2026-W35;WH716;B021;2;1400;Полиграфический брак
2026-W34;2026-W35;WH717;B002;6;1920;Полиграфический брак
2026-W34;2026-W35;WH717;B007;2;840;Полиграфический брак
2026-W34;2026-W35;WH717;B012;2;1040;Полиграфический брак
2026-W34;2026-W35;WH717;B017;2;1240;Полиграфический брак
2026-W34;2026-W35;WH717;B022;2;1440;Полиграфический брак
2026-W34;2026-W35;WH718;B003;6;2040;Полиграфический брак
2026-W34;2026-W35;WH718;B008;2;880;Полиграфический брак
2026-W34;2026-W35;WH718;B013;2;1080;Полиграфический брак
2026-W34;2026-W35;WH718;B018;2;1280;Полиграфический брак
2026-W34;2026-W35;WH718;B023;2;1480;Полиграфический брак
2026-W34;2026-W35;WH719;B004;2;720;Полиграфический брак
2026-W34;2026-W35;WH719;B009;2;920;Полиграфический брак
2026-W34;2026-W35;WH719;B014;2;1120;Полиграфический брак
2026-W34;2026-W35;WH719;B019;2;1320;Полиграфический брак
2026-W34;2026-W35;WH719;B024;2;1520;Полиграфический брак
2026-W34;2026-W35;WH720;B005;2;760;Полиграфический брак
2026-W34;2026-W35;WH720;B010;2;960;Полиграфический брак
2026-W34;2026-W35;WH720;B015;2;1160;Полиграфический брак
2026-W34;2026-W35;WH720;B020;2;1360;Полиграфический брак
2026-W34;2026-W35;WH721;B001;6;1800;Повреждение
2026-W34;2026-W35;WH721;B006;2;800;Излишек запаса
2026-W34;2026-W35;WH721;B011;2;1000;Излишек запаса
2026-W34;2026-W35;WH721;B016;2;1200;Излишек запаса
2026-W34;2026-W35;WH721;B021;2;1400;Излишек запаса
2026-W34;2026-W35;WH722;B002;6;1920;Повреждение
2026-W34;2026-W35;WH722;B007;2;840;Излишек запаса
2026-W34;2026-W35;WH722;B012;2;1040;Излишек запаса
2026-W34;2026-W35;WH722;B017;2;1240;Излишек запаса
2026-W34;2026-W35;WH722;B022;2;1440;Излишек запаса
2026-W34;2026-W35;WH723;B003;6;2040;Повреждение
2026-W34;2026-W35;WH723;B008;2;880;Излишек запаса
2026-W34;2026-W35;WH723;B013;2;1080;Излишек запаса
2026-W34;2026-W35;WH723;B018;2;1280;Излишек запаса
2026-W34;2026-W35;WH723;B023;2;1480;Излишек запаса
2026-W34;2026-W35;WH724;B004;2;720;Излишек запаса
2026-W34;2026-W35;WH724;B009;2;920;Излишек запаса
2026-W34;2026-W35;WH724;B014;2;1120;Излишек запаса
2026-W34;2026-W35;WH724;B019;2;1320;Излишек запаса
2026-W34;2026-W35;WH724;B024;2;1520;Излишек запаса
2026-W34;2026-W35;WH725;B005;2;760;Излишек запаса
2026-W34;2026-W35;WH725;B010;2;960;Излишек запаса
2026-W34;2026-W35;WH725;B015;2;1160;Излишек запаса
2026-W34;2026-W35;WH725;B020;2;1360;Излишек запаса
2026-W34;2026-W35;WH726;B001;6;1800;Повреждение
2026-W34;2026-W35;WH726;B006;2;800;Излишек запаса
2026-W34;2026-W35;WH726;B011;2;1000;Излишек запаса
2026-W34;2026-W35;WH726;B016;2;1200;Излишек запаса
2026-W34;2026-W35;WH726;B021;2;1400;Излишек запаса
2026-W34;2026-W35;WH727;B002;6;1920;Повреждение
2026-W34;2026-W35;WH727;B007;2;840;Излишек запаса
2026-W34;2026-W35;WH727;B012;2;1040;Излишек запаса
2026-W34;2026-W35;WH727;B017;2;1240;Излишек запаса
2026-W34;2026-W35;WH727;B022;2;1440;Излишек запаса
